start_time	end_time	frequency
30.2039	30.2389	200.0000000000398
30.2389	30.243866666666666	201.34228187927982
30.243866666666666	30.293866666666666	199.99999999989768
30.293866666666666	30.298833333333334	201.34228187913578
30.298833333333334	30.353833333333334	200.0000000000398
30.353833333333334	30.3588	201.34228187927982
30.3588	30.4138	199.99999999989768
30.4138	30.418766666666667	201.34228187913578
30.418766666666667	30.473766666666666	200.0000000000398
30.473766666666666	30.478733333333334	201.34228187913578
30.478733333333334	30.533733333333334	200.0000000000398
30.533733333333334	30.5387	201.34228187927982
30.5387	30.5887	199.99999999989768
30.5887	30.593666666666667	201.34228187913578
30.593666666666667	30.648666666666667	200.0000000000398
30.648666666666667	30.65363333333333	201.34228187927982
30.65363333333333	30.708633333333335	199.99999999989768
30.708633333333335	30.7136	201.34228187927982
30.7136	30.7686	200.0000000000398
30.7686	30.773566666666667	201.34228187913578
30.773566666666667	30.823566666666668	200.0000000000398
30.823566666666668	30.828533333333333	201.34228187927982
30.828533333333333	30.883533333333332	200.0000000000398
30.883533333333332	30.8885	201.34228187913578
30.8885	30.9435	200.0000000000398
30.9435	30.94846666666667	201.34228187913578
30.94846666666667	31.003466666666668	200.0000000000398
31.003466666666668	31.008433333333333	201.34228187927982
31.008433333333333	31.058433333333333	200.0000000000398
31.058433333333333	31.0634	201.34228187913578
31.0634	31.1184	200.0000000000398
31.1184	31.123366666666666	201.34228187927982
31.123366666666666	31.178366666666665	199.99999999989768
31.178366666666665	31.183333333333334	201.34228187913578
31.183333333333334	31.238333333333333	200.0000000000398
31.238333333333333	31.2433	201.34228187913578
31.2433	31.2983	200.0000000000398
31.2983	31.303266666666666	201.34228187927982
31.303266666666666	31.353266666666666	199.99999999989768
31.353266666666666	31.358233333333335	201.34228187913578
31.358233333333335	31.413233333333334	200.0000000000398
31.413233333333334	31.4182	201.34228187927982
31.4182	31.4732	199.99999999989768
31.4732	31.478166666666667	201.34228187913578
31.478166666666667	31.533166666666666	200.0000000000398
31.533166666666666	31.538133333333334	201.34228187913578
31.538133333333334	31.58813333333333	200.0000000000398
31.58813333333333	31.5931	201.34228187913578
31.5931	31.6481	200.0000000000398
31.6481	31.653066666666668	201.34228187913578
31.653066666666668	31.708066666666667	200.0000000000398
31.708066666666667	31.713033333333332	201.34228187927982
31.713033333333332	31.76803333333333	199.99999999989768
31.76803333333333	31.773	201.34228187913578
31.773	31.823	200.0000000000398
31.823	31.827966666666665	201.34228187927982
31.827966666666665	31.88296666666667	199.99999999989768
31.88296666666667	31.887933333333333	201.34228187927982
31.887933333333333	31.942933333333333	200.0000000000398
31.942933333333333	31.9479	201.34228187913578
31.9479	32.0029	200.0000000000398
32.0029	32.007866666666665	201.34228187913578
32.007866666666665	32.05786666666667	199.99999999989768
32.05786666666667	32.06283333333333	201.34228187942384
32.06283333333333	32.11783333333333	199.99999999989768
32.11783333333333	32.1228	201.34228187913578
32.1228	32.1778	199.99999999989768
32.1778	32.182766666666666	201.34228187913578
32.182766666666666	32.237766666666666	199.99999999989768
32.237766666666666	32.242733333333334	201.34228187913578
32.242733333333334	32.29773333333333	199.99999999989768
32.29773333333333	32.3027	201.34228187913578
32.3027	32.3527	200.0000000001819
32.3527	32.35766666666667	201.34228187913578
32.35766666666667	32.41266666666667	199.99999999989768
32.41266666666667	32.417633333333335	201.34228187913578
32.417633333333335	32.472633333333334	200.0000000001819
32.472633333333334	32.4776	201.34228187913578
32.4776	32.5326	200.0000000001819
32.5326	32.53756666666666	201.34228187942384
32.53756666666666	32.58756666666667	199.99999999989768
32.58756666666667	32.592533333333336	201.34228187913578
32.592533333333336	32.647533333333335	200.0000000001819
32.647533333333335	32.6525	201.34228187913578
32.6525	32.7075	200.0000000001819
32.7075	32.712466666666664	201.34228187942384
32.712466666666664	32.767466666666664	199.99999999989768
32.767466666666664	32.77243333333333	201.34228187913578
32.77243333333333	32.822433333333336	199.99999999989768
32.822433333333336	32.8274	201.34228187942384
32.8274	32.8824	199.99999999989768
32.8824	32.887366666666665	201.34228187913578
32.887366666666665	32.942366666666665	199.99999999989768
32.942366666666665	32.94733333333333	201.34228187913578
32.94733333333333	33.00233333333333	199.99999999989768
33.00233333333333	33.0073	201.34228187913578
33.0073	33.0623	199.99999999989768
33.0623	33.06726666666667	201.34228187913578
33.06726666666667	33.117266666666666	200.0000000001819
33.117266666666666	33.122233333333334	201.34228187913578
33.122233333333334	33.177233333333334	199.99999999989768
33.177233333333334	33.1822	201.34228187913578
33.1822	33.2372	200.0000000001819
33.2372	33.24216666666667	201.34228187913578
33.24216666666667	33.29716666666667	200.0000000001819
33.29716666666667	33.30213333333333	201.34228187942384
33.30213333333333	33.352133333333335	199.99999999989768
33.352133333333335	33.3571	201.34228187913578
33.3571	33.4121	200.0000000001819
33.4121	33.41706666666666	201.34228187942384
33.41706666666666	33.47206666666667	199.99999999989768
33.47206666666667	33.47703333333333	201.34228187942384
33.47703333333333	33.53203333333333	199.99999999989768
33.53203333333333	33.537	201.34228187913578
33.537	33.587	199.99999999989768
33.587	33.591966666666664	201.34228187942384
33.591966666666664	33.646966666666664	199.99999999989768
33.646966666666664	33.65193333333333	201.34228187913578
33.65193333333333	33.70693333333333	199.99999999989768
33.70693333333333	33.7119	201.34228187913578
33.7119	33.7669	199.99999999989768
33.7669	33.77186666666667	201.34228187913578
33.77186666666667	33.82686666666667	200.0000000001819
33.82686666666667	33.831833333333336	201.34228187913578
33.831833333333336	33.88183333333333	200.0000000001819
33.88183333333333	33.8868	201.34228187913578
33.8868	33.9418	199.99999999989768
33.9418	33.94676666666667	201.34228187913578
33.94676666666667	34.00176666666667	200.0000000001819
34.00176666666667	34.00673333333334	201.34228187913578
34.00673333333334	34.061733333333336	200.0000000001819
34.061733333333336	34.0667	201.34228187942384
34.0667	34.1167	199.99999999989768
34.1167	34.12166666666667	201.34228187913578
34.12166666666667	34.17666666666667	200.0000000001819
34.17666666666667	34.18163333333333	201.34228187942384
34.18163333333333	34.23663333333333	199.99999999989768
34.23663333333333	34.2416	201.34228187913578
34.2416	34.2966	199.99999999989768
34.2966	34.301566666666666	201.34228187913578
34.301566666666666	34.35156666666666	199.99999999989768
34.35156666666666	34.35653333333333	201.34228187913578
34.35653333333333	34.41153333333333	199.99999999989768
34.41153333333333	34.4165	201.34228187913578
34.4165	34.4715	199.99999999989768
34.4715	34.47646666666667	201.34228187913578
34.47646666666667	34.53146666666667	199.99999999989768
34.53146666666667	34.536433333333335	201.34228187913578
34.536433333333335	34.591433333333335	200.0000000001819
34.591433333333335	34.5964	201.34228187913578
34.5964	34.6464	200.0000000001819
34.6464	34.65136666666667	201.34228187913578
34.65136666666667	34.70636666666667	200.0000000001819
34.70636666666667	34.711333333333336	201.34228187913578
34.711333333333336	34.766333333333336	200.0000000001819
34.766333333333336	34.7713	201.34228187942384
34.7713	34.8263	199.99999999989768
34.8263	34.831266666666664	201.34228187942384
34.831266666666664	34.88126666666667	199.99999999989768
34.88126666666667	34.88623333333334	201.34228187913578
34.88623333333334	34.94123333333334	200.0000000001819
34.94123333333334	34.9462	201.34228187942384
34.9462	35.0012	199.99999999989768
35.0012	35.006166666666665	201.34228187913578
35.006166666666665	35.061166666666665	199.99999999989768
35.061166666666665	35.06613333333333	201.34228187913578
35.06613333333333	35.12113333333333	199.99999999989768
35.12113333333333	35.1261	201.34228187913578
35.1261	35.1761	199.99999999989768
35.1761	35.181066666666666	201.34228187913578
35.181066666666666	35.236066666666666	199.99999999989768
35.236066666666666	35.241033333333334	201.34228187913578
35.241033333333334	35.296033333333334	199.99999999989768
35.296033333333334	35.301	201.34228187913578
35.301	35.306	200.0000000001819
35.306	43.4164	0.12329848096271445
43.4164	43.4514	200.0000000001819
43.4514	43.45636666666667	201.34228187913578
43.45636666666667	43.506366666666665	200.0000000001819
43.506366666666665	43.51133333333333	201.34228187913578
43.51133333333333	43.56633333333333	199.99999999989768
43.56633333333333	43.5713	201.34228187913578
43.5713	43.6263	199.99999999989768
43.6263	43.63126666666667	201.34228187913578
43.63126666666667	43.68626666666667	200.0000000001819
43.68626666666667	43.69123333333334	201.34228187913578
43.69123333333334	43.741233333333334	200.0000000001819
43.741233333333334	43.7462	201.34228187913578
43.7462	43.8012	200.0000000001819
43.8012	43.80616666666667	201.34228187913578
43.80616666666667	43.86116666666667	200.0000000001819
43.86116666666667	43.86613333333333	201.34228187942384
43.86613333333333	43.92113333333333	199.99999999989768
43.92113333333333	43.9261	201.34228187913578
43.9261	43.9761	199.99999999989768
43.9761	43.98106666666666	201.34228187942384
43.98106666666666	44.03606666666666	199.99999999989768
44.03606666666666	44.04103333333333	201.34228187913578
44.04103333333333	44.09603333333333	199.99999999989768
44.09603333333333	44.101	201.34228187913578
44.101	44.156	199.99999999989768
44.156	44.16096666666667	201.34228187913578
44.16096666666667	44.210966666666664	199.99999999989768
44.210966666666664	44.21593333333333	201.34228187913578
44.21593333333333	44.27093333333333	199.99999999989768
44.27093333333333	44.2759	201.34228187913578
44.2759	44.3309	199.99999999989768
44.3309	44.33586666666667	201.34228187913578
44.33586666666667	44.39086666666667	200.0000000001819
44.39086666666667	44.395833333333336	201.34228187913578
44.395833333333336	44.450833333333335	200.0000000001819
44.450833333333335	44.4558	201.34228187913578
44.4558	44.5058	200.0000000001819
44.5058	44.51076666666667	201.34228187913578
44.51076666666667	44.56576666666667	200.0000000001819
44.56576666666667	44.57073333333334	201.34228187913578
44.57073333333334	44.625733333333336	200.0000000001819
44.625733333333336	44.6307	201.34228187942384
44.6307	44.6857	199.99999999989768
44.6857	44.690666666666665	201.34228187913578
44.690666666666665	44.74066666666667	199.99999999989768
44.74066666666667	44.74563333333333	201.34228187942384
44.74563333333333	44.80063333333333	199.99999999989768
44.80063333333333	44.8056	201.34228187913578
44.8056	44.8606	199.99999999989768
44.8606	44.865566666666666	201.34228187913578
44.865566666666666	44.920566666666666	199.99999999989768
44.920566666666666	44.925533333333334	201.34228187913578
44.925533333333334	44.97553333333333	199.99999999989768
44.97553333333333	44.9805	201.34228187913578
44.9805	45.0355	199.99999999989768
45.0355	45.04046666666667	201.34228187913578
45.04046666666667	45.09546666666667	199.99999999989768
45.09546666666667	45.100433333333335	201.34228187913578
45.100433333333335	45.155433333333335	200.0000000001819
45.155433333333335	45.1604	201.34228187913578
45.1604	45.2104	200.0000000001819
45.2104	45.21536666666667	201.34228187913578
45.21536666666667	45.27036666666667	200.0000000001819
45.27036666666667	45.275333333333336	201.34228187913578
45.275333333333336	45.330333333333336	200.0000000001819
45.330333333333336	45.3353	201.34228187942384
45.3353	45.3903	199.99999999989768
45.3903	45.395266666666664	201.34228187942384
45.395266666666664	45.44526666666667	199.99999999989768
45.44526666666667	45.45023333333334	201.34228187913578
45.45023333333334	45.50523333333334	200.0000000001819
45.50523333333334	45.5102	201.34228187942384
45.5102	45.5652	199.99999999989768
45.5652	45.570166666666665	201.34228187913578
45.570166666666665	45.625166666666665	199.99999999989768
45.625166666666665	45.63013333333333	201.34228187913578
45.63013333333333	45.68513333333333	199.99999999989768
45.68513333333333	45.6901	201.34228187913578
45.6901	45.7401	200.0000000001819
45.7401	45.745066666666666	201.34228187913578
45.745066666666666	45.800066666666666	199.99999999989768
45.800066666666666	45.805033333333334	201.34228187913578
45.805033333333334	45.860033333333334	199.99999999989768
45.860033333333334	45.865	201.34228187913578
45.865	45.92	200.0000000001819
45.92	45.92496666666667	201.34228187913578
45.92496666666667	45.97496666666667	200.0000000001819
45.97496666666667	45.979933333333335	201.34228187913578
45.979933333333335	46.034933333333335	200.0000000001819
46.034933333333335	46.0399	201.34228187913578
46.0399	46.0949	200.0000000001819
46.0949	46.099866666666664	201.34228187942384
46.099866666666664	46.15486666666666	199.99999999989768
46.15486666666666	46.15983333333333	201.34228187913578
46.15983333333333	46.209833333333336	199.99999999989768
46.209833333333336	46.2148	201.34228187942384
46.2148	46.2698	199.99999999989768
46.2698	46.274766666666665	201.34228187913578
46.274766666666665	46.329766666666664	199.99999999989768
46.329766666666664	46.33473333333333	201.34228187913578
46.33473333333333	46.38973333333333	199.99999999989768
46.38973333333333	46.3947	201.34228187913578
46.3947	46.4497	199.99999999989768
46.4497	46.45466666666667	201.34228187913578
46.45466666666667	46.504666666666665	200.0000000001819
46.504666666666665	46.50963333333333	201.34228187913578
46.50963333333333	46.56463333333333	199.99999999989768
46.56463333333333	46.5696	201.34228187913578
46.5696	46.6246	200.0000000001819
46.6246	46.62956666666667	201.34228187913578
46.62956666666667	46.68456666666667	200.0000000001819
46.68456666666667	46.68953333333334	201.34228187913578
46.68953333333334	46.739533333333334	200.0000000001819
46.739533333333334	46.7445	201.34228187913578
46.7445	46.7995	200.0000000001819
46.7995	46.80446666666667	201.34228187913578
46.80446666666667	46.85946666666667	200.0000000001819
46.85946666666667	46.86443333333333	201.34228187942384
46.86443333333333	46.91943333333333	199.99999999989768
46.91943333333333	46.9244	201.34228187913578
46.9244	46.9794	199.99999999989768
46.9794	46.984366666666666	201.34228187913578
46.984366666666666	47.03436666666666	199.99999999989768
47.03436666666666	47.03933333333333	201.34228187913578
47.03933333333333	47.09433333333333	199.99999999989768
47.09433333333333	47.0993	201.34228187913578
47.0993	47.1543	199.99999999989768
47.1543	47.15926666666667	201.34228187913578
47.15926666666667	47.21426666666667	199.99999999989768
47.21426666666667	47.219233333333335	201.34228187913578
47.219233333333335	47.26923333333333	200.0000000001819
47.26923333333333	47.2742	201.34228187913578
47.2742	47.2942	199.99999999989768
47.2942	55.4046	0.12329848096271445
55.4046	55.4296	200.0000000001819
55.4296	55.43456666666667	201.34228187913578
55.43456666666667	55.484566666666666	200.0000000001819
55.484566666666666	55.489533333333334	201.34228187913578
55.489533333333334	55.544533333333334	199.99999999989768
55.544533333333334	55.5495	201.34228187913578
55.5495	55.6045	200.0000000001819
55.6045	55.60946666666667	201.34228187913578
55.60946666666667	55.66446666666667	200.0000000001819
55.66446666666667	55.66943333333333	201.34228187942384
55.66943333333333	55.719433333333335	199.99999999989768
55.719433333333335	55.7244	201.34228187913578
55.7244	55.7794	200.0000000001819
55.7794	55.78436666666666	201.34228187942384
55.78436666666666	55.83936666666666	199.99999999989768
55.83936666666666	55.84433333333333	201.34228187913578
55.84433333333333	55.89933333333333	199.99999999989768
55.89933333333333	55.9043	201.34228187913578
55.9043	55.9593	199.99999999989768
55.9593	55.96426666666667	201.34228187913578
55.96426666666667	56.014266666666664	199.99999999989768
56.014266666666664	56.01923333333333	201.34228187913578
56.01923333333333	56.07423333333333	199.99999999989768
56.07423333333333	56.0792	201.34228187913578
56.0792	56.1342	199.99999999989768
56.1342	56.13916666666667	201.34228187913578
56.13916666666667	56.19416666666667	200.0000000001819
56.19416666666667	56.199133333333336	201.34228187913578
56.199133333333336	56.254133333333336	200.0000000001819
56.254133333333336	56.2591	201.34228187942384
56.2591	56.3091	199.99999999989768
56.3091	56.31406666666667	201.34228187913578
56.31406666666667	56.36906666666667	200.0000000001819
56.36906666666667	56.37403333333334	201.34228187913578
56.37403333333334	56.42903333333334	200.0000000001819
56.42903333333334	56.434	201.34228187942384
56.434	56.484	199.99999999989768
56.484	56.48896666666667	201.34228187913578
56.48896666666667	56.54396666666667	200.0000000001819
56.54396666666667	56.54893333333333	201.34228187942384
56.54893333333333	56.60393333333333	199.99999999989768
56.60393333333333	56.6089	201.34228187913578
56.6089	56.6639	199.99999999989768
56.6639	56.668866666666666	201.34228187913578
56.668866666666666	56.71886666666666	199.99999999989768
56.71886666666666	56.72383333333333	201.34228187913578
56.72383333333333	56.77883333333333	199.99999999989768
56.77883333333333	56.7838	201.34228187913578
56.7838	56.8388	199.99999999989768
56.8388	56.84376666666667	201.34228187913578
56.84376666666667	56.89876666666667	199.99999999989768
56.89876666666667	56.903733333333335	201.34228187913578
56.903733333333335	56.95373333333333	200.0000000001819
56.95373333333333	56.9587	201.34228187913578
56.9587	57.0137	199.99999999989768
57.0137	57.01866666666667	201.34228187913578
57.01866666666667	57.07366666666667	200.0000000001819
